housing,contact,month,duration,poutcome,y
no,cellular,aug,90,unknown,1
no,cellular,aug,220,unknown,1
no,cellular,aug,311,unknown,1
no,cellular,aug,501,unknown,2
no,cellular,aug,209,unknown,1
no,cellular,aug,835,unknown,2
yes,cellular,aug,50,unknown,1
no,cellular,aug,126,unknown,1
no,cellular,aug,58,unknown,1
yes,cellular,aug,182,unknown,1
no,cellular,aug,499,unknown,1
no,cellular,aug,720,unknown,2
no,cellular,aug,113,unknown,1
no,cellular,aug,836,unknown,2
yes,cellular,aug,439,unknown,1
no,cellular,aug,167,unknown,1
no,cellular,aug,102,unknown,1
no,cellular,aug,184,unknown,1
no,cellular,aug,159,unknown,1
no,cellular,aug,117,unknown,1
no,cellular,aug,181,unknown,1
no,cellular,aug,585,unknown,1
no,cellular,aug,139,unknown,1
no,cellular,aug,65,unknown,1
no,cellular,aug,490,unknown,2
no,cellular,aug,71,unknown,1
no,cellular,aug,358,unknown,1
no,cellular,aug,222,unknown,1
no,cellular,aug,163,unknown,1
no,cellular,aug,115,unknown,1
no,cellular,aug,99,unknown,1
no,cellular,aug,359,unknown,1
no,cellular,aug,211,unknown,1
no,cellular,aug,133,unknown,1
no,cellular,aug,131,unknown,1
no,cellular,aug,88,unknown,1
yes,cellular,aug,164,unknown,1
no,cellular,aug,467,unknown,1
yes,cellular,aug,225,unknown,1
no,cellular,aug,763,unknown,2
no,cellular,aug,184,unknown,1
no,cellular,aug,122,unknown,1
no,cellular,aug,123,unknown,1
no,cellular,aug,103,unknown,1
yes,cellular,aug,649,unknown,2
no,cellular,aug,88,unknown,1
no,cellular,aug,293,unknown,1
no,cellular,aug,938,unknown,2
no,cellular,aug,931,unknown,1
no,cellular,aug,89,unknown,1
no,cellular,aug,221,unknown,1
yes,cellular,aug,126,unknown,1
no,cellular,aug,166,unknown,1
no,cellular,aug,641,unknown,2
no,cellular,aug,165,unknown,1
no,cellular,aug,68,unknown,1
no,cellular,aug,127,unknown,1
no,cellular,aug,78,unknown,1
no,cellular,aug,302,unknown,1
no,cellular,aug,400,unknown,1
yes,cellular,aug,375,unknown,1
no,cellular,aug,258,unknown,1
no,cellular,aug,738,unknown,2
no,cellular,aug,329,unknown,1
no,cellular,aug,119,unknown,1
no,cellular,aug,341,unknown,1
no,cellular,aug,181,unknown,1
yes,cellular,aug,127,unknown,1
no,cellular,aug,124,unknown,1
no,cellular,aug,232,unknown,1
no,cellular,aug,224,unknown,1
no,cellular,aug,148,unknown,1
yes,cellular,aug,174,unknown,1
yes,cellular,aug,113,unknown,1
no,cellular,aug,68,unknown,1
no,cellular,aug,232,unknown,1
no,cellular,aug,376,unknown,1
no,cellular,aug,199,unknown,1
no,cellular,aug,150,unknown,1
no,cellular,aug,2191,unknown,1
no,cellular,aug,123,unknown,1
yes,cellular,aug,185,unknown,1
no,cellular,aug,275,unknown,1
no,cellular,aug,388,unknown,1
no,cellular,aug,165,unknown,1
yes,cellular,aug,89,unknown,1
no,cellular,aug,111,unknown,1
no,cellular,aug,160,unknown,1
no,cellular,aug,254,unknown,1
no,cellular,aug,1044,unknown,2
no,cellular,aug,244,unknown,1
no,cellular,aug,84,unknown,1
no,cellular,aug,499,unknown,1
no,cellular,aug,290,unknown,1
no,cellular,aug,136,unknown,1
no,cellular,aug,384,unknown,1
no,cellular,aug,732,unknown,1
yes,cellular,aug,168,unknown,1
no,cellular,aug,482,unknown,2
no,cellular,aug,100,unknown,1
no,cellular,aug,136,unknown,1
no,cellular,aug,301,unknown,1
no,cellular,aug,391,unknown,1
no,cellular,aug,315,unknown,1
no,cellular,aug,184,unknown,1
no,cellular,aug,44,unknown,1
yes,cellular,aug,411,unknown,1
yes,cellular,aug,120,unknown,1
no,cellular,aug,188,unknown,1
no,cellular,aug,411,unknown,1
no,cellular,aug,72,unknown,1
no,cellular,aug,128,unknown,1
no,cellular,aug,135,unknown,1
no,cellular,aug,90,unknown,1
yes,cellular,aug,102,unknown,1
no,cellular,aug,533,unknown,1
yes,cellular,aug,265,unknown,1
no,cellular,aug,198,unknown,1
yes,cellular,aug,64,unknown,1
no,cellular,aug,170,unknown,1
no,cellular,aug,438,unknown,1
no,cellular,aug,281,unknown,1
no,cellular,aug,601,unknown,1
yes,cellular,aug,83,unknown,1
no,cellular,aug,39,unknown,1
yes,cellular,aug,163,unknown,1
no,cellular,aug,252,unknown,1
no,cellular,aug,102,unknown,1
no,cellular,aug,131,unknown,1
yes,cellular,aug,127,unknown,1
no,cellular,aug,168,unknown,1
no,cellular,aug,1249,unknown,2
no,cellular,aug,308,unknown,1
no,cellular,aug,196,unknown,1
no,telephone,aug,115,unknown,1
no,cellular,aug,851,unknown,1
yes,cellular,aug,291,unknown,1
yes,cellular,aug,64,unknown,1
no,cellular,aug,224,unknown,1
no,cellular,aug,996,unknown,2
no,cellular,aug,83,unknown,1
no,cellular,aug,499,unknown,1
no,cellular,aug,175,unknown,1
yes,cellular,aug,536,unknown,1
yes,cellular,aug,171,unknown,1
no,cellular,aug,203,unknown,1
no,cellular,aug,132,unknown,1
no,cellular,aug,588,unknown,1
no,cellular,aug,311,unknown,1
yes,cellular,aug,175,unknown,1
no,cellular,aug,72,unknown,1
yes,cellular,aug,101,unknown,1
no,cellular,aug,184,unknown,1
no,cellular,aug,147,unknown,1
yes,cellular,aug,192,unknown,1
no,cellular,aug,275,unknown,1
no,cellular,aug,138,unknown,1
no,cellular,aug,269,unknown,1
no,cellular,aug,170,unknown,1
no,cellular,aug,377,unknown,1
yes,cellular,aug,209,unknown,1
yes,cellular,aug,276,unknown,1
no,cellular,aug,160,unknown,1
yes,cellular,aug,459,unknown,1
no,cellular,aug,339,unknown,1
no,cellular,aug,70,unknown,1
no,cellular,aug,322,unknown,1
no,cellular,aug,54,unknown,1
no,cellular,aug,406,unknown,1
no,cellular,aug,386,unknown,1
no,cellular,aug,127,unknown,1
no,telephone,aug,276,unknown,1
no,cellular,aug,69,unknown,1
no,cellular,aug,286,unknown,1
no,cellular,aug,433,unknown,1
no,cellular,aug,292,unknown,1
yes,cellular,aug,562,unknown,1
no,cellular,aug,543,unknown,1
no,cellular,aug,530,unknown,1
no,cellular,aug,685,unknown,1
yes,cellular,aug,131,unknown,1
no,cellular,aug,258,unknown,1
no,cellular,aug,45,unknown,1
no,cellular,aug,492,unknown,1
no,cellular,aug,61,unknown,1
no,cellular,aug,227,unknown,1
no,cellular,aug,265,unknown,1
no,cellular,aug,79,unknown,1
no,cellular,aug,119,unknown,1
no,cellular,aug,426,unknown,1
no,cellular,aug,80,unknown,1
yes,cellular,aug,307,unknown,1
yes,cellular,aug,236,unknown,1
no,cellular,aug,105,unknown,1
no,cellular,aug,68,unknown,1
no,cellular,aug,275,unknown,1
no,cellular,aug,178,unknown,1
no,cellular,aug,226,unknown,1
no,cellular,aug,181,unknown,1
yes,telephone,aug,244,unknown,1
no,cellular,aug,131,unknown,1
no,cellular,aug,132,unknown,1
no,cellular,aug,106,unknown,1
no,cellular,aug,135,unknown,1
yes,cellular,aug,107,unknown,1
yes,cellular,aug,1250,unknown,2
no,cellular,aug,1471,unknown,2
no,cellular,aug,1456,unknown,2
yes,cellular,aug,122,unknown,1
yes,cellular,aug,108,unknown,1
no,cellular,aug,110,unknown,1
no,cellular,aug,186,unknown,1
no,cellular,aug,67,unknown,1
no,cellular,aug,297,unknown,1
no,cellular,aug,70,unknown,1
no,cellular,aug,93,unknown,1
no,cellular,aug,91,unknown,1
no,cellular,aug,301,unknown,1
no,cellular,aug,88,unknown,1
yes,cellular,aug,261,unknown,1
no,cellular,aug,187,unknown,1
no,cellular,aug,139,unknown,1
no,cellular,aug,59,unknown,1
no,cellular,aug,420,unknown,1
no,cellular,aug,352,unknown,1
yes,cellular,aug,135,unknown,1
no,cellular,aug,219,unknown,1
no,cellular,aug,117,unknown,1
no,cellular,aug,82,unknown,1
no,cellular,aug,122,unknown,1
no,cellular,aug,91,unknown,1
no,cellular,aug,64,unknown,1
yes,cellular,aug,235,unknown,1
no,cellular,aug,67,unknown,1
yes,cellular,aug,267,unknown,1
no,cellular,aug,74,unknown,1
yes,cellular,aug,131,unknown,1
yes,cellular,aug,78,unknown,1
no,cellular,aug,402,unknown,1
no,cellular,aug,123,unknown,1
yes,cellular,aug,132,unknown,1
yes,cellular,aug,587,unknown,2
no,cellular,aug,51,unknown,1
no,cellular,aug,185,unknown,1
yes,cellular,aug,51,unknown,1
no,cellular,aug,163,unknown,1
yes,cellular,aug,666,unknown,1
no,cellular,aug,326,unknown,1
no,cellular,aug,292,unknown,1
no,cellular,aug,395,unknown,2
no,cellular,aug,137,unknown,1
no,cellular,aug,663,unknown,2
no,cellular,aug,387,unknown,1
yes,cellular,aug,108,unknown,1
no,cellular,aug,142,unknown,1
no,cellular,aug,48,unknown,1
yes,cellular,aug,253,unknown,1
no,cellular,aug,228,unknown,1
no,cellular,aug,124,unknown,1
no,cellular,aug,358,unknown,1
no,cellular,aug,134,unknown,1
no,cellular,aug,239,unknown,1
yes,cellular,aug,113,unknown,1
no,cellular,aug,84,unknown,1
no,cellular,aug,224,unknown,1
no,cellular,aug,274,unknown,1
no,cellular,aug,22,unknown,1
yes,telephone,aug,309,unknown,1
yes,cellular,aug,131,unknown,1
yes,cellular,aug,159,unknown,1
no,cellular,aug,63,unknown,1
no,cellular,aug,1462,unknown,1
no,cellular,aug,152,unknown,1
no,cellular,aug,103,unknown,1
no,cellular,aug,159,unknown,1
no,cellular,aug,225,unknown,1
no,cellular,aug,228,unknown,1
no,cellular,aug,123,unknown,1
no,cellular,aug,36,unknown,1
no,cellular,aug,199,unknown,1
yes,cellular,aug,154,unknown,1
no,cellular,aug,147,unknown,1
yes,cellular,aug,1834,unknown,1
no,cellular,aug,398,unknown,1
yes,cellular,aug,131,unknown,1
yes,cellular,aug,148,unknown,1
no,cellular,aug,674,unknown,2
no,cellular,aug,306,unknown,1
no,cellular,aug,196,unknown,1
no,cellular,aug,114,unknown,1
yes,cellular,aug,46,unknown,1
no,cellular,aug,235,unknown,1
yes,cellular,aug,201,unknown,1
no,cellular,aug,76,unknown,1
no,cellular,aug,359,unknown,1
no,cellular,aug,71,unknown,1
no,cellular,aug,113,unknown,1
no,cellular,aug,173,unknown,1
yes,cellular,aug,526,unknown,2
no,cellular,aug,401,unknown,2
yes,cellular,aug,122,unknown,1
no,cellular,aug,268,unknown,1
no,cellular,aug,95,unknown,1
no,cellular,aug,86,unknown,1
no,cellular,aug,144,unknown,1
no,cellular,aug,116,unknown,1
no,cellular,aug,67,unknown,1
no,cellular,aug,92,unknown,1
no,cellular,aug,118,unknown,1
no,cellular,aug,155,unknown,1
yes,cellular,aug,137,unknown,1
no,cellular,aug,137,unknown,1
no,cellular,aug,165,unknown,1
no,cellular,aug,73,unknown,1
no,cellular,aug,92,unknown,1
no,cellular,aug,125,unknown,1
yes,cellular,aug,257,unknown,1
yes,cellular,aug,100,unknown,1
no,cellular,aug,86,unknown,1
no,cellular,aug,87,unknown,1
no,cellular,aug,493,unknown,1
no,cellular,aug,102,unknown,1
no,cellular,aug,76,unknown,1
no,cellular,aug,82,unknown,1
no,cellular,aug,169,unknown,1
no,cellular,aug,181,unknown,1
no,cellular,aug,64,unknown,1
no,cellular,aug,156,unknown,1
no,cellular,aug,296,unknown,1
no,cellular,aug,185,unknown,1
no,cellular,aug,306,unknown,1
no,cellular,aug,61,unknown,1
yes,cellular,aug,122,unknown,1
no,cellular,aug,150,unknown,1
no,cellular,aug,365,unknown,1
no,cellular,aug,229,unknown,1
no,cellular,aug,103,unknown,1
no,cellular,aug,115,unknown,1
no,cellular,aug,94,unknown,1
yes,cellular,aug,90,unknown,1
no,cellular,aug,111,unknown,1
yes,cellular,aug,106,unknown,1
no,cellular,aug,105,unknown,1
no,cellular,aug,244,unknown,1
no,telephone,aug,204,unknown,1
yes,cellular,aug,197,unknown,1
yes,cellular,aug,115,unknown,1
yes,cellular,aug,155,unknown,1
no,cellular,aug,973,unknown,1
no,cellular,aug,181,unknown,1
no,cellular,aug,77,unknown,1
yes,cellular,aug,119,unknown,1
no,cellular,aug,231,unknown,1
no,cellular,aug,346,unknown,1
no,cellular,aug,399,unknown,1
no,cellular,aug,112,unknown,1
no,cellular,aug,216,unknown,1
no,cellular,aug,152,unknown,1
no,cellular,aug,252,unknown,1
no,cellular,aug,259,unknown,1
no,cellular,aug,133,unknown,1
no,cellular,aug,89,unknown,1
no,cellular,aug,504,unknown,1
yes,cellular,aug,84,unknown,1
no,cellular,aug,187,unknown,1
yes,cellular,aug,266,unknown,1
no,cellular,aug,99,unknown,1
no,cellular,aug,107,unknown,1
no,cellular,aug,20,unknown,1
no,cellular,aug,89,unknown,1
no,cellular,aug,109,unknown,1
no,cellular,aug,228,unknown,1
no,cellular,aug,76,unknown,1
no,cellular,aug,96,unknown,1
no,cellular,aug,391,unknown,1
no,cellular,aug,1321,unknown,2
no,cellular,aug,797,unknown,2
no,cellular,aug,281,unknown,1
no,cellular,aug,407,unknown,1
no,cellular,aug,171,unknown,1
yes,cellular,aug,76,unknown,1
yes,cellular,aug,276,unknown,1
no,cellular,aug,59,unknown,1
no,cellular,aug,168,unknown,1
yes,cellular,aug,205,unknown,1
no,cellular,aug,101,unknown,1
no,cellular,aug,125,unknown,1
no,cellular,aug,436,unknown,1
no,cellular,aug,190,unknown,1
no,cellular,aug,63,unknown,1
yes,cellular,aug,218,unknown,1
no,cellular,aug,65,unknown,1
no,cellular,aug,146,unknown,1
no,cellular,aug,214,unknown,1
yes,cellular,aug,82,unknown,1
no,cellular,aug,65,unknown,1
no,cellular,aug,194,unknown,1
no,cellular,aug,67,unknown,1
yes,cellular,aug,105,unknown,1
no,cellular,aug,139,unknown,1
no,cellular,aug,266,unknown,1
no,cellular,aug,3422,unknown,1
no,cellular,aug,44,unknown,1
no,cellular,aug,238,unknown,1
yes,cellular,aug,142,unknown,1
no,cellular,aug,159,unknown,1
no,cellular,aug,182,unknown,1
yes,cellular,aug,231,unknown,1
no,cellular,aug,20,unknown,1
no,cellular,aug,152,unknown,1
no,cellular,aug,76,unknown,1
no,cellular,aug,145,unknown,1
no,cellular,aug,314,unknown,1
no,cellular,aug,352,unknown,2
yes,cellular,aug,414,unknown,1
no,cellular,aug,122,unknown,1
no,cellular,aug,163,unknown,1
no,cellular,aug,108,unknown,1
no,cellular,aug,133,unknown,1
no,cellular,aug,101,unknown,1
no,cellular,aug,131,unknown,1
no,cellular,aug,110,unknown,1
no,cellular,aug,141,unknown,1
no,cellular,aug,74,unknown,1
yes,cellular,aug,165,unknown,1
no,cellular,aug,446,unknown,1
no,cellular,aug,201,unknown,1
no,cellular,aug,126,unknown,1
no,cellular,aug,670,unknown,2
no,cellular,aug,481,unknown,1
yes,cellular,aug,166,unknown,1
yes,cellular,aug,429,unknown,2
yes,cellular,aug,269,unknown,1
no,cellular,aug,105,unknown,1
no,cellular,aug,1182,unknown,2
no,cellular,aug,408,unknown,1
no,cellular,aug,198,unknown,1
no,cellular,aug,180,unknown,1
no,cellular,aug,184,unknown,1
yes,cellular,aug,291,unknown,1
yes,cellular,aug,131,unknown,1
yes,cellular,aug,117,unknown,1
no,cellular,aug,162,unknown,1
no,cellular,aug,235,unknown,1
yes,cellular,aug,324,unknown,1
no,cellular,aug,876,unknown,2
yes,cellular,aug,122,unknown,1
no,cellular,aug,235,unknown,1
no,cellular,aug,248,unknown,1
yes,unknown,aug,12,unknown,1
no,cellular,aug,642,unknown,1
yes,cellular,aug,84,unknown,1
no,cellular,aug,895,unknown,2
no,cellular,aug,126,unknown,1
no,cellular,aug,520,unknown,1
no,cellular,aug,181,unknown,1
no,cellular,aug,1934,unknown,1
yes,cellular,aug,88,unknown,1
yes,cellular,aug,226,unknown,1
no,cellular,aug,452,unknown,1
no,cellular,aug,524,unknown,1
no,cellular,aug,95,unknown,1
no,cellular,aug,124,unknown,1
yes,cellular,aug,141,unknown,1
no,cellular,aug,51,unknown,1
yes,cellular,aug,365,unknown,1
yes,cellular,aug,243,unknown,1
yes,cellular,aug,90,unknown,1
yes,telephone,aug,72,unknown,1
no,cellular,aug,448,unknown,1
no,telephone,aug,262,unknown,1
no,cellular,aug,37,unknown,1
no,cellular,aug,217,unknown,1
no,cellular,aug,336,unknown,1
no,cellular,aug,142,unknown,1
no,cellular,aug,147,unknown,1
yes,cellular,aug,186,unknown,1
no,cellular,aug,124,unknown,1
no,cellular,aug,260,unknown,1
no,cellular,aug,111,unknown,1
no,cellular,aug,96,unknown,1
no,cellular,aug,293,unknown,1
no,cellular,aug,67,unknown,1
no,cellular,aug,534,unknown,1
no,cellular,aug,256,unknown,1
no,cellular,aug,229,unknown,1
no,cellular,aug,123,unknown,1
no,cellular,aug,259,unknown,1
no,cellular,aug,278,unknown,1
no,cellular,aug,163,unknown,1
yes,cellular,aug,250,unknown,1
yes,telephone,aug,430,unknown,1
no,cellular,aug,341,unknown,2
no,cellular,aug,265,unknown,1
no,telephone,aug,35,unknown,1
yes,cellular,aug,191,unknown,1
no,cellular,aug,152,unknown,1
no,cellular,aug,93,unknown,1
no,cellular,aug,385,unknown,1
no,cellular,aug,542,unknown,1
yes,cellular,aug,112,unknown,1
no,cellular,aug,419,unknown,1
no,cellular,aug,82,unknown,1
yes,cellular,aug,144,unknown,1
no,cellular,aug,229,unknown,1
yes,cellular,aug,160,unknown,1
no,cellular,aug,218,unknown,1
no,cellular,aug,201,unknown,1
no,cellular,aug,152,unknown,1
yes,cellular,aug,36,unknown,1
no,cellular,aug,117,unknown,1
yes,cellular,aug,90,unknown,1
no,cellular,aug,88,unknown,1
no,cellular,aug,94,unknown,1
no,cellular,aug,174,unknown,1
no,cellular,aug,231,unknown,1
no,cellular,aug,73,unknown,1
no,cellular,aug,129,unknown,1
no,cellular,aug,108,unknown,1
no,cellular,aug,193,unknown,2
no,cellular,aug,175,unknown,1
yes,cellular,aug,108,unknown,1
no,cellular,aug,121,unknown,1
yes,cellular,aug,85,unknown,1
no,cellular,aug,82,unknown,1
no,cellular,aug,138,unknown,1
no,cellular,aug,1306,unknown,2
no,cellular,aug,110,unknown,1
no,telephone,aug,243,unknown,2
no,cellular,aug,188,unknown,1
no,cellular,aug,126,unknown,1
yes,cellular,aug,75,unknown,1
no,cellular,aug,137,unknown,1
no,cellular,aug,130,unknown,1
no,cellular,aug,117,unknown,1
no,cellular,aug,61,unknown,1
yes,telephone,aug,87,unknown,1
no,cellular,aug,114,unknown,1
no,cellular,aug,52,unknown,1
no,cellular,aug,550,unknown,1
no,cellular,aug,130,unknown,1
no,cellular,aug,161,unknown,1
no,cellular,aug,50,unknown,1
yes,cellular,aug,135,unknown,1
no,cellular,aug,207,unknown,1
no,cellular,aug,133,unknown,1
no,cellular,aug,282,unknown,1
no,cellular,aug,442,unknown,1
no,cellular,aug,299,unknown,1
yes,cellular,aug,146,unknown,1
no,cellular,aug,82,unknown,1
no,cellular,aug,31,unknown,1
yes,cellular,aug,292,unknown,1
no,cellular,aug,161,unknown,1
no,cellular,aug,161,unknown,1
no,cellular,aug,169,unknown,1
no,cellular,aug,94,unknown,1
no,cellular,aug,205,unknown,1
no,cellular,aug,102,unknown,1
no,cellular,aug,106,unknown,1
no,cellular,aug,92,unknown,1
no,cellular,aug,243,unknown,1
no,cellular,aug,163,unknown,1
yes,cellular,aug,129,unknown,1
yes,cellular,aug,502,unknown,1
no,cellular,aug,49,unknown,1
yes,cellular,aug,126,unknown,1
yes,cellular,aug,31,unknown,1
yes,cellular,aug,155,unknown,1
yes,cellular,aug,93,unknown,1
no,cellular,aug,85,unknown,1
no,cellular,aug,75,unknown,1
no,cellular,aug,215,unknown,1
no,cellular,aug,75,unknown,1
no,cellular,aug,118,unknown,1
no,cellular,aug,191,unknown,1
no,cellular,aug,87,unknown,1
no,cellular,aug,261,unknown,1
no,cellular,aug,150,unknown,1
yes,cellular,aug,258,unknown,1
no,cellular,aug,241,unknown,1
yes,cellular,aug,94,unknown,1
no,cellular,aug,109,unknown,1
no,cellular,aug,97,unknown,1
yes,cellular,aug,257,unknown,1
no,cellular,aug,994,unknown,2
no,cellular,aug,175,unknown,1
no,cellular,aug,112,unknown,1
no,cellular,aug,75,unknown,1
no,cellular,aug,172,unknown,1
yes,cellular,aug,41,unknown,1
no,telephone,aug,53,unknown,1
no,cellular,aug,169,unknown,1
no,cellular,aug,198,unknown,1
no,cellular,aug,151,unknown,1
no,cellular,aug,507,unknown,2
no,cellular,aug,197,unknown,1
yes,cellular,aug,130,unknown,1
no,cellular,aug,84,unknown,1
yes,cellular,aug,401,unknown,1
no,cellular,aug,118,unknown,1
no,cellular,aug,784,unknown,2
yes,cellular,aug,109,unknown,1
yes,cellular,aug,89,unknown,1
no,cellular,aug,172,unknown,1
no,cellular,aug,265,unknown,1
no,cellular,aug,151,unknown,1
no,cellular,aug,183,unknown,1
no,cellular,aug,80,unknown,1
no,cellular,aug,45,unknown,1
no,cellular,aug,249,unknown,1
no,cellular,aug,472,unknown,1
no,cellular,aug,150,unknown,1
no,cellular,aug,111,unknown,1
yes,cellular,aug,298,unknown,1
no,cellular,aug,230,unknown,1
no,cellular,aug,31,unknown,1
no,cellular,aug,353,unknown,1
yes,cellular,aug,201,unknown,1
no,cellular,aug,104,unknown,1
yes,cellular,aug,75,unknown,1
no,cellular,aug,66,unknown,1
no,cellular,aug,385,unknown,1
no,cellular,aug,233,unknown,1
no,cellular,aug,124,unknown,1
no,cellular,aug,124,unknown,1
no,cellular,aug,121,unknown,1
yes,cellular,aug,86,unknown,1
no,cellular,aug,34,unknown,1
no,cellular,aug,112,unknown,1
no,cellular,aug,324,unknown,1
no,cellular,aug,88,unknown,1
no,cellular,aug,156,unknown,1
no,cellular,aug,387,unknown,1
no,cellular,aug,124,unknown,1
no,unknown,aug,317,unknown,2
yes,cellular,aug,132,unknown,1
yes,cellular,aug,163,unknown,1
yes,cellular,aug,140,unknown,1
no,cellular,aug,89,unknown,1
no,cellular,aug,235,unknown,1
no,cellular,aug,254,unknown,1
yes,cellular,aug,316,unknown,1
no,cellular,aug,420,unknown,1
